id,wave,age,sex,ethnicity,education,region,urbanisation,religion,religion_open,A1,A6_1,A6_2,A6_3,A6_4,A6_5,A6_6,A6_7,A6_8,A6_9,A6_10,A6_11,A6_12,A6_13,A6_14,A6_15,A6_16,A6_17,A6_18,A6_66,A5_1,A5_2,A5_3,A5_4,A5_5,A5_6,A5_7,A5_8,A5_9,A5_10,A5_11,A5_12,A5_13,A5_14,A5_15,A5_16,A5_17,A5_18,A5_66,B2_1,B2_2,B2_3,B2_4,B2_5,B2_6,B2_7,B2_9,B2_10,B2_12,B2_14,B2_15,B2_16,B2_17,B2_18,B2_19,B2_20,B2_21,C1_A1,C1_A2,C1_A3,C1_A4,C1_A5,C1_A6,C1_A7,C1_A9,C1_A10,C1_A12,C1_A14,C1_A15,C1_A16,C1_A17,C1_A18,C1_A19,C1_A20,C1_A21,C5_1,C5_2,C5_3,D2_1,D2_2,D2_3,D2_4,E1,E2,E3_1,E3_2,E3_3,E3_4,E3_5,E3_6,E3_7,E3_8,E3_9,E3_10,E3_11,E3_12,E3_13,E3_14,E3_15,E3_16,E3_17,E3_18,F2_1,F2_2,F2_3,F2_4,F2_5,F2_6,F2_7,F2_8,F2_9,F2b_1,F2b_2,F2b_3,G_eval_leaders_1,G_eval_leaders_2,G_eval_leaders_3,G_eval_leaders_4,G_eval_leaders_5,G_eval_leaders_6,G_eval_leaders_7,G_eval_leaders_8,G_eval_leaders_9,G_eval_leaders_10,G_eval_leaders_11,G_eval_leaders_12,G_eval_leaders_13,G_eval_leaders_14,G_eval_leaders_15,G_eval_leaders_16,G_eval_leaders_17,G_eval_leaders_18,G2_1,G2_2,G2_3,G2_4,G2_5,G2_6,G2_7,G2_8,G2_9,G2_10,G2_11,G2_12,G2_13,G2_14,G2_15,G2_16,G2_17,G2_18,G3_1,G3_2,G3_3,G3_4,G3_5,G3_6,G3_7,G3_8,G3_9,G3_10,G3_11,G3_12,G3_13,G3_14,G3_15,G3_16,G3_17,G3_18,G4_1,G4_2,G4_3,G4_4,G4_5,G4_6,G4_7,G4_8,G4_9,G4_10,G4_11,G4_12,G4_13,G4_14,G4_15,G4_16,G4_17,G4_18,H4_1,H4_2,H4_3,H4_4,H4_5,H4_6,H4_7,H4_8,H4_9,H4_10,H4b_1,H4b_2,H4b_3,H4b_4,H4b_5,H4b_6,H4b_7,H4b_8,H4b_9,H4b_10,H7_1,H7_2,H7_3,H7_4,H7_5,I1_1,I1_2,I1_3,I1_4,I1_5,I1_6,I1_7,I20_1,I20_2,I20_3,I20_4,I20_5,I20_6,I20_7,I21_1,I21_2,I21_3
378761,1,88,Female,Dutch,Medium,West of the country,Strongly urbanised,2,,Yes,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,1,NA,NA,1,3,2,2,2,1,1,3,1,3,3,3,2,2,1,3,3,1,Asylumseekers & Migrants,Environment,Asylumseekers & Migrants,Security,Norms & Values,Environment,EU & Euro,Norms & Values,Economy,Mobility & Infrastructure,Asylumseekers & Migrants,Health Care,Environment,No topic,No topic,NA,NA,NA,Health Care,NA,NA,2,3,4,4,CDA,7,9,5,10,8,4,2,9,11,9,11,9,11,7,11,6,5,11,11,4,2,2,3,2,3,4,2,4,4,2,2,2,4,1,4,1,1,1,1,4,1,4,4,1,4,4,1,4,1,NA,NA,3,NA,4,4,2,4,NA,4,NA,NA,4,NA,NA,4,NA,4,NA,NA,2,NA,3,4,1,3,NA,3,NA,NA,4,NA,NA,4,NA,3,NA,NA,2,NA,4,3,1,3,NA,3,NA,NA,4,NA,NA,4,NA,3,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,3,1,4,3,4,1,4,5,3,0,3,4,3,3,3,3,2,3,2,3,2,3
1188716,1,58,Male,Non-Western Migrant,High,East  of the country,Lowly urbanised,66,Gnostiek,Yes,1,1,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2,3,3,3,3,2,2,3,2,3,3,3,2,3,2,3,2,2,No topic,No topic,No topic,No topic,No topic,No topic,No topic,Norms & Values,No topic,EU & Euro,No topic,No topic,Different topic,No topic,No topic,NA,NA,NA,Health Care,Education & Science,Security,2,1,1,1,I didn't vote,5,0,0,10,10,3,0,0,0,6,11,6,0,10,4,3,0,11,11,3,3,1,3,4,3,4,3,3,4,1,4,1,1,1,4,1,1,1,4,1,1,4,4,1,4,4,1,4,4,1,1,1,NA,3,2,1,NA,4,1,NA,NA,4,NA,NA,3,NA,NA,2,2,1,NA,4,2,1,NA,4,3,NA,NA,4,NA,NA,4,NA,NA,2,2,2,NA,4,2,1,NA,4,3,NA,NA,4,NA,NA,2,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,8,NA,10,10,NA,NA,NA,NA,NA,NA,4,1,3,4,2,4,5,7,3,0,2,5,4,4,4,4,2,3,3,2,4,3
254538,1,76,Female,Dutch,Low,East  of the country,Lowly urbanised,7,,Yes,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,3,3,3,3,1,1,3,3,3,3,2,3,3,3,3,3,1,Economy,Education & Science,Asylumseekers & Migrants,Norms & Values,poverty and equity,Employment & Social Safety,Culture of governance,Norms & Values,Asylumseekers & Migrants,EU & Euro,No topic,No topic,No topic,Norms & Values,No topic,NA,NA,NA,Asylumseekers & Migrants,Housing,Employment & Social Safety,3,3,2,4,PvdA,4,7,5,10,7,5,3,10,3,5,9,10,4,7,4,11,8,3,11,5,3,3,3,3,4,4,3,3,4,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,4,1,4,1,3,4,1,4,4,4,1,3,4,1,NA,4,3,2,NA,2,NA,1,4,4,1,3,4,3,1,3,4,1,NA,3,3,2,NA,2,NA,1,4,4,4,3,4,4,1,4,4,1,NA,4,4,2,NA,4,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,4,1,4,4,2,7,5,7,0,0,3,0,4,4,4,4,1,3,1,1,1,3
961205,1,51,Female,Western Migrant,Medium,West of the country,Very strongly urbanised,7,,Yes,NA,NA,1,NA,NA,NA,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,1,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,3,3,3,3,3,1,1,3,3,3,3,3,1,1,1,3,3,3,Economy,Environment,Asylumseekers & Migrants,No topic,Health Care,poverty and equity,No topic,Norms & Values,No topic,EU & Euro,poverty and equity,No topic,No topic,Norms & Values,No topic,NA,NA,NA,poverty and equity,Environment,Health Care,1,1,2,1,PvdA,2,7,4,8,7,2,3,10,2,3,9,7,3,6,4,7,6,2,10,5,4,4,4,4,4,5,2,4,4,1,4,1,1,1,1,1,1,1,1,1,1,4,1,1,1,4,1,4,1,4,4,2,4,4,4,1,2,4,2,NA,4,4,4,NA,4,NA,2,4,4,1,4,4,4,1,3,4,2,NA,4,4,3,NA,3,NA,2,4,4,2,4,4,4,1,4,4,2,NA,4,4,4,NA,4,NA,2,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,5,1,4,4,4,3,5,7,3,0,2,7,4,4,4,4,1,3,3,3,3,4
1079084,1,70,Male,Dutch,High,East  of the country,Strongly urbanised,7,,Don't know,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,2,2,2,2,2,1,1,2,1,2,3,1,1,1,1,2,3,1,Health Care,Environment,Asylumseekers & Migrants,Culture of governance,poverty and equity,Economy,No topic,Norms & Values,Asylumseekers & Migrants,No topic,No topic,No topic,Environment,No topic,No topic,NA,NA,NA,Asylumseekers & Migrants,Housing,Health Care,1,1,1,2,I didn't vote,7,10,6,10,8,2,3,10,3,10,10,10,10,11,10,5,6,5,5,2,2,2,2,2,2,4,1,1,2,4,5,1,1,1,4,1,1,1,1,4,4,4,4,1,4,4,1,4,1,3,2,2,NA,3,2,1,2,NA,NA,NA,NA,2,NA,NA,3,NA,2,4,3,3,NA,4,2,1,3,NA,NA,NA,NA,3,NA,NA,3,NA,3,2,2,3,NA,2,1,1,2,NA,NA,NA,NA,3,NA,NA,4,NA,3,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,5,5,NA,NA,NA,NA,NA,NA,3,1,4,4,4,0,7,0,7,0,0,7,3,3,1,3,1,2,3,4,2,3
745662,1,54,Female,Dutch,High,East  of the country,Strongly urbanised,1,,Yes,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,1,2,2,2,1,1,1,3,1,3,3,2,2,2,2,2,3,1,NA,NA,NA,NA,NA,NA,NA,poverty and equity,NA,Culture of governance,Different topic,NA,NA,NA,NA,NA,Different topic,NA,Health Care,Environment,Education & Science,4,2,2,1,D66,4,7,6,9,5,3,4,9,5,7,11,7,6,4,8,5,8,11,9,4,4,3,4,4,4,5,3,2,4,2,2,1,1,1,1,1,1,1,1,4,1,4,4,1,4,4,1,4,4,3,4,3,4,4,4,1,4,NA,3,NA,NA,3,NA,NA,3,NA,NA,3,3,2,4,3,3,1,3,NA,3,NA,NA,3,NA,NA,2,NA,NA,3,4,4,4,3,3,2,3,NA,2,NA,NA,4,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,4,1,2,3,2,2,2,1,6,0,2,0,3,4,3,4,2,3,3,3,2,4
984079,1,25,Male,Dutch,High,East  of the country,Strongly urbanised,7,,Yes,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,2,2,2,2,2,2,2,3,2,3,3,2,2,2,2,3,1,2,Economy,EU & Euro,poverty and equity,No topic,poverty and equity,EU & Euro,Different topic,No topic,Asylumseekers & Migrants,EU & Euro,Different topic,Different topic,Employment & Social Safety,No topic,Norms & Values,NA,NA,NA,Norms & Values,EU & Euro,Economy,4,3,1,1,Other,5,7,4,6,6,0,2,8,0,5,10,8,4,11,11,3,11,0,9,2,2,1,1,1,1,4,2,2,2,4,4,1,1,1,4,1,1,1,1,4,1,4,1,1,4,4,1,4,1,1,1,4,NA,5,1,1,4,NA,1,NA,1,3,NA,NA,2,NA,1,3,3,4,NA,4,3,2,5,NA,3,NA,2,4,NA,NA,4,NA,3,3,2,4,NA,5,1,1,3,NA,2,NA,1,4,NA,NA,3,NA,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,6,8,NA,10,NA,NA,NA,NA,NA,2,3,1,1,1,5,6,4,1,0,2,0,3,4,2,3,2,3,2,4,3,4
388091,1,65,Male,Dutch,Medium,East  of the country,Strongly urbanised,7,,Yes,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,1,3,1,1,1,1,3,3,1,3,1,2,2,2,2,2,2,1,NA,Environment,NA,NA,NA,NA,Norms & Values,Environment,NA,Culture of governance,NA,NA,NA,NA,NA,NA,NA,NA,Environment,Employment & Social Safety,Norms & Values,1,1,1,1,Other,5,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,3,2,2,2,3,3,3,2,2,4,2,3,1,1,1,4,1,1,1,1,4,4,4,4,1,4,4,1,4,1,3,3,3,NA,4,3,3,3,NA,NA,NA,NA,5,NA,NA,3,NA,5,4,4,2,NA,4,2,2,2,NA,NA,NA,NA,4,NA,NA,4,NA,4,3,3,3,NA,3,3,3,3,NA,NA,NA,NA,3,NA,NA,3,NA,4,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,8,NA,NA,7,NA,NA,NA,NA,NA,3,3,4,3,4,0,0,0,1,1,1,0,3,NA,NA,NA,3,2,NA,4,3,3
245362,1,40,Male,Dutch,High,East  of the country,Strongly urbanised,7,,Yes,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,3,2,2,3,2,2,2,3,3,3,3,2,3,3,3,3,2,2,Asylumseekers & Migrants,NA,NA,Housing,NA,NA,NA,Environment,Asylumseekers & Migrants,Norms & Values,Environment,NA,Norms & Values,Economy,EU & Euro,Economy,NA,NA,Health Care,EU & Euro,Security,5,1,3,1,GL,2,7,3,10,5,2,2,10,2,5,10,7,2,5,3,8,7,2,8,4,4,4,4,4,4,5,2,3,3,2,3,1,1,1,4,1,1,1,1,4,4,4,1,1,4,4,1,4,1,5,5,1,NA,4,5,1,3,NA,NA,NA,5,5,NA,NA,3,NA,1,5,5,4,NA,4,5,3,4,NA,NA,NA,5,5,NA,NA,4,NA,4,5,5,5,NA,5,5,5,5,NA,NA,NA,5,5,NA,NA,5,NA,5,NA,NA,1,NA,1,NA,NA,1,1,NA,NA,NA,5,NA,4,NA,NA,7,8,NA,5,1,3,5,1,7,0,2,2,7,4,7,3,4,4,4,3,4,4,3,3,3
367758,1,33,Male,Dutch,Low,West of the country,Very strongly urbanised,7,,Yes,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,1,3,3,3,3,3,1,3,1,3,3,3,1,2,2,3,3,1,Security,Environment,Asylumseekers & Migrants,Norms & Values,Employment & Social Safety,Environment,Different topic,Different topic,Asylumseekers & Migrants,EU & Euro,Different topic,Different topic,Different topic,Different topic,Asylumseekers & Migrants,NA,NA,NA,Asylumseekers & Migrants,Employment & Social Safety,poverty and equity,5,5,5,5,Volt,5,8,1,8,5,2,1,10,1,1,8,7,2,5,1,5,6,1,8,4,3,2,2,2,2,5,1,2,2,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,4,3,3,2,1,2,3,2,3,3,4,2,2,3,2,2,4,4,4,3,3,3,1,2,2,2,2,2,5,1,1,4,2,2,4,2,4,2,4,1,1,3,3,3,3,3,4,2,2,4,2,2,1,NA,1,NA,1,NA,NA,1,NA,NA,6,NA,7,NA,5,NA,NA,3,NA,NA,3,3,3,3,3,5,5,5,5,0,3,5,3,3,3,3,1,2,3,3,3,3
1097426,1,20,Male,Dutch,Medium,NA,NA,5,,Yes,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,3,2,3,1,2,1,1,3,2,3,1,1,1,1,2,3,1,1,Employment & Social Safety,Education & Science,Asylumseekers & Migrants,No topic,Economy,Environment,EU & Euro,Norms & Values,Asylumseekers & Migrants,Environment,Asylumseekers & Migrants,Health Care,Norms & Values,Norms & Values,No topic,NA,NA,NA,Environment,Education & Science,Housing,2,3,2,4,I wasn't eligble to vote,1,8,6,9,6,0,1,10,1,5,10,8,3,7,11,5,7,0,8,4,4,2,4,2,2,4,1,2,4,2,3,1,1,1,4,1,1,1,1,1,4,4,4,1,4,4,1,4,1,2,3,2,NA,4,4,1,3,3,NA,NA,NA,4,NA,NA,2,NA,2,1,4,1,NA,4,4,1,3,3,NA,NA,NA,4,NA,NA,2,NA,2,2,2,2,NA,4,4,1,3,3,NA,NA,NA,4,NA,NA,4,NA,2,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,8,NA,NA,6,NA,NA,5,1,4,4,4,0,7,0,2,1,3,7,3,4,3,4,1,3,4,3,4,3
654319,1,58,Male,Dutch,Low,South  of the country,Strongly urbanised,1,,Yes,NA,NA,NA,NA,NA,NA,1,1,1,NA,1,NA,1,NA,NA,1,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,2,3,3,2,3,2,1,3,2,3,3,3,2,3,2,3,3,1,Asylumseekers & Migrants,Environment,Asylumseekers & Migrants,No topic,Employment & Social Safety,Environment,No topic,No topic,Asylumseekers & Migrants,EU & Euro,No topic,No topic,Different topic,No topic,No topic,NA,NA,NA,Employment & Social Safety,Health Care,Asylumseekers & Migrants,3,3,3,3,VVD,8,8,1,10,4,1,1,10,1,3,8,5,3,4,1,4,5,2,11,4,4,4,3,4,4,4,4,3,3,3,3,1,1,1,1,1,1,1,1,1,1,4,1,1,4,4,1,4,1,4,2,4,3,3,2,1,3,3,4,NA,3,4,NA,NA,4,NA,3,5,3,4,3,3,2,1,3,3,4,NA,3,4,NA,NA,4,NA,3,4,2,5,3,2,2,1,3,3,4,NA,3,4,NA,NA,4,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,2,2,3,1,7,7,7,7,0,5,7,4,4,4,4,1,3,4,1,1,1
1162043,1,72,Female,Dutch,Low,East  of the country,Not urbanised,2,,Yes,NA,1,NA,NA,NA,NA,1,1,NA,NA,1,NA,1,NA,NA,1,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,3,3,3,2,2,3,1,3,3,3,3,2,1,1,2,3,3,1,Asylumseekers & Migrants,Asylumseekers & Migrants,Asylumseekers & Migrants,Norms & Values,Health Care,Environment,Norms & Values,Norms & Values,No topic,EU & Euro,Norms & Values,No topic,Environment,Development Aid,No topic,NA,NA,NA,Asylumseekers & Migrants,Norms & Values,Economy,1,2,3,3,VVD,10,8,1,10,7,0,0,11,0,7,9,6,2,10,0,0,8,0,7,1,2,3,1,1,3,3,3,1,3,4,5,1,1,1,1,1,1,1,1,1,1,4,1,1,1,4,1,1,1,5,1,4,5,3,1,1,1,3,5,NA,2,5,1,NA,5,1,3,5,1,5,5,3,1,1,3,4,5,NA,3,5,1,NA,5,3,3,5,3,5,5,3,2,1,3,4,5,NA,3,5,3,NA,5,3,3,1,1,NA,NA,1,NA,NA,NA,NA,NA,10,7,NA,NA,6,NA,NA,NA,NA,NA,3,5,5,1,1,7,6,2,7,7,7,7,3,3,3,3,1,4,1,4,4,4
370562,1,54,Female,Dutch,High,East  of the country,Strongly urbanised,66,Ben rk maar doe nergens meer aan,Yes,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,1,NA,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,1,3,2,1,2,1,1,2,1,3,3,3,1,2,1,3,3,1,Economy,Asylumseekers & Migrants,Asylumseekers & Migrants,Norms & Values,poverty and equity,Environment,EU & Euro,Norms & Values,No topic,No topic,Asylumseekers & Migrants,Employment & Social Safety,Environment,No topic,No topic,NA,NA,NA,Education & Science,Health Care,Asylumseekers & Migrants,4,4,3,3,CDA,9,10,4,10,6,2,2,7,2,5,8,5,7,8,1,7,7,2,5,4,3,4,4,3,4,4,3,3,4,2,2,1,1,1,1,1,1,1,1,4,1,4,4,1,4,4,1,4,1,5,3,4,4,4,2,1,4,NA,3,NA,NA,5,NA,NA,5,NA,3,4,3,4,4,4,2,2,4,NA,3,NA,NA,5,NA,NA,5,NA,3,4,2,4,3,4,3,2,4,NA,3,NA,NA,5,NA,NA,4,NA,3,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,3,2,4,2,3,7,6,7,7,7,4,7,4,4,4,4,3,3,3,3,2,2
243445,1,63,Male,Dutch,High,South  of the country,Strongly urbanised,1,,Yes,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,NA,NA,1,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,1,NA,NA,3,3,3,3,2,3,3,3,2,2,3,2,3,2,3,3,3,2,Asylumseekers & Migrants,Culture of governance,Asylumseekers & Migrants,Asylumseekers & Migrants,NA,Different topic,Different topic,Environment,NA,NA,Environment,NA,Norms & Values,NA,EU & Euro,Culture of governance,Employment & Social Safety,NA,Asylumseekers & Migrants,Norms & Values,EU & Euro,1,1,4,3,PVV,4,7,4,5,4,3,3,10,3,4,8,8,4,5,10,5,5,2,10,4,1,2,1,2,2,5,3,3,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,4,2,5,1,3,1,1,4,4,2,5,2,4,1,NA,5,2,2,4,2,2,2,4,1,1,2,2,2,4,1,2,1,NA,4,2,2,4,1,5,2,3,3,2,3,2,4,4,2,2,1,NA,4,2,3,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,10,NA,NA,NA,NA,6,NA,NA,5,1,3,5,5,2,4,6,2,7,7,0,1,1,1,1,4,4,1,4,4,4
386466,1,72,Male,Dutch,Low,East  of the country,Lowly urbanised,2,,Yes,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,1,1,NA,NA,1,NA,NA,NA,NA,1,NA,NA,2,3,3,2,2,2,2,2,1,3,3,2,1,1,2,3,1,2,Economy,Education & Science,Asylumseekers & Migrants,No topic,poverty and equity,Environment,Different topic,Norms & Values,No topic,EU & Euro,No topic,No topic,No topic,No topic,No topic,NA,NA,NA,Health Care,Environment,Norms & Values,2,3,3,2,D66,4,6,5,7,7,3,3,11,2,4,7,8,3,4,5,7,7,5,8,4,4,3,4,3,4,4,3,3,4,2,3,1,1,1,1,1,1,1,1,1,1,4,1,1,4,4,1,4,1,4,4,2,3,3,4,1,4,4,2,NA,4,4,NA,NA,2,NA,1,4,4,2,3,4,4,1,4,4,2,NA,4,4,NA,NA,2,NA,1,3,3,3,3,3,3,1,3,3,2,NA,4,4,NA,NA,2,NA,1,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,3,NA,NA,3,NA,NA,3,2,4,2,3,7,7,2,4,0,1,2,3,4,3,3,1,3,2,3,3,3
626372,1,34,Female,Dutch,High,South  of the country,Very strongly urbanised,7,,Yes,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2,3,3,1,3,1,3,3,1,1,3,3,1,1,3,3,1,1,NA,Environment,Economy,NA,Norms & Values,NA,No topic,poverty and equity,NA,NA,Environment,Asylumseekers & Migrants,NA,NA,Environment,Employment & Social Safety,NA,NA,Employment & Social Safety,Environment,Health Care,3,3,3,3,D66,5,8,5,5,6,0,0,10,3,5,8,5,5,11,11,11,11,4,11,4,3,3,4,4,4,5,3,4,3,2,4,1,1,1,1,1,1,1,4,4,1,4,1,1,4,4,1,4,1,4,4,4,3,4,4,1,NA,NA,4,NA,4,4,NA,NA,4,NA,1,4,5,4,3,3,4,1,NA,NA,4,NA,4,3,NA,NA,3,NA,1,4,4,4,3,4,4,1,NA,NA,4,NA,4,4,NA,NA,4,NA,2,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,5,1,4,4,4,3,3,5,7,7,3,4,3,3,3,3,3,3,3,3,4,3
1446435,1,75,Male,Dutch,Low,South  of the country,Medium urbanised,1,,Yes,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,3,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,Different topic,Environment,Asylumseekers & Migrants,No topic,No topic,No topic,No topic,Norms & Values,No topic,No topic,Norms & Values,No topic,No topic,No topic,No topic,NA,NA,NA,Asylumseekers & Migrants,Economy,Health Care,3,3,3,3,PVV,8,8,2,9,2,1,1,11,5,2,5,2,8,11,0,2,3,11,11,3,3,1,2,1,2,2,2,1,1,5,4,1,1,1,4,1,4,1,4,4,1,4,4,1,4,4,1,4,4,4,2,5,NA,3,NA,1,NA,NA,3,NA,NA,3,NA,NA,1,NA,NA,5,1,4,NA,3,NA,1,NA,NA,3,NA,NA,3,NA,NA,1,NA,NA,5,2,5,NA,3,NA,1,NA,NA,4,NA,NA,3,NA,NA,2,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,7,NA,NA,NA,9,NA,NA,NA,NA,NA,5,2,3,3,2,6,1,0,5,0,5,3,3,3,1,3,1,2,2,3,3,3
361275,1,37,Female,Dutch,High,East  of the country,Lowly urbanised,7,,Yes,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,3,3,3,1,1,1,2,3,1,3,3,3,1,1,1,3,1,1,Norms & Values,Environment,Economy,NA,NA,NA,NA,Environment,NA,Health Care,Environment,Asylumseekers & Migrants,NA,NA,NA,Security,NA,NA,Employment & Social Safety,Environment,Health Care,3,4,4,3,D66,4,6,4,5,6,0,3,7,2,6,7,7,6,5,2,5,7,2,7,4,4,3,3,3,3,4,2,4,4,1,3,1,1,1,1,1,1,1,1,4,1,4,1,1,4,4,1,4,1,4,4,4,4,4,4,2,4,NA,4,NA,3,5,NA,NA,4,NA,3,4,5,2,3,2,2,1,3,NA,2,NA,3,3,NA,NA,2,NA,3,4,4,4,3,3,4,1,4,NA,3,NA,3,5,NA,NA,4,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,5,5,5,7,0,2,7,7,3,0,4,4,4,4,2,3,4,3,3,3
